"<h3>Print Format Help</h3>
<hr>
<h4>Introduction</h4>
<p>Print Formats are rendered on the server side using the Jinja Templating Language. All forms have access to the <code>doc</code> object which contains information about the document that is being formatted. You can also access common utilities via the <code>frappe</code> module.</p>
<p>For styling, the Boostrap CSS framework is provided and you can enjoy the full range of classes.</p>
<hr>
<h4>References</h4>
<ol>
	<li><a href=""http://jinja.pocoo.org/docs/templates/"" target=""_blank"">Jinja Templating Language</a></li>
	<li><a href=""http://getbootstrap.com"" target=""_blank"">Bootstrap CSS Framework</a></li>
</ol>
<hr>
<h4>Example</h4>
<pre><code>&lt;h3&gt;{{ doc.select_print_heading or ""Invoice"" }}&lt;/h3&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Customer Name&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.customer_name }}&lt;/div&gt;
&lt;/div&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Date&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.get_formatted(""invoice_date"") }}&lt;/div&gt;
&lt;/div&gt;
&lt;table class=""table table-bordered""&gt;
	&lt;tbody&gt;
		&lt;tr&gt;
			&lt;th&gt;Sr&lt;/th&gt;
			&lt;th&gt;Item Name&lt;/th&gt;
			&lt;th&gt;Description&lt;/th&gt;
			&lt;th class=""text-right""&gt;Qty&lt;/th&gt;
			&lt;th class=""text-right""&gt;Rate&lt;/th&gt;
			&lt;th class=""text-right""&gt;Amount&lt;/th&gt;
		&lt;/tr&gt;
		{%- for row in doc.items -%}
		&lt;tr&gt;
			&lt;td style=""width: 3%;""&gt;{{ row.idx }}&lt;/td&gt;
			&lt;td style=""width: 20%;""&gt;
				{{ row.item_name }}
				{% if row.item_code != row.item_name -%}
				&lt;br&gt;Item Code: {{ row.item_code}}
				{%- endif %}
			&lt;/td&gt;
			&lt;td style=""width: 37%;""&gt;
				&lt;div style=""border: 0px;""&gt;{{ row.description }}&lt;/div&gt;&lt;/td&gt;
			&lt;td style=""width: 10%; text-align: right;""&gt;{{ row.qty }} {{ row.uom or row.stock_uom }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""rate"", doc) }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""amount"", doc) }}&lt;/td&gt;
		&lt;/tr&gt;
		{%- endfor -%}
	&lt;/tbody&gt;
&lt;/table&gt;</code></pre>
<hr>
<h4>Common Functions</h4>
<table class=""table table-bordered"">
	<tbody>
		<tr>
			<td style=""width: 30%;""><code>doc.get_formatted(""[fieldname]"", [parent_doc])</code></td>
			<td>Get document value formatted as Date, Currency, etc. Pass parent <code>doc</code> for currency type fields.</td>
		</tr>
		<tr>
			<td style=""width: 30%;""><code>frappe.db.get_value(""[doctype]"", ""[name]"", ""fieldname"")</code></td>
			<td>Get value from another document.</td>
		</tr>
	</tbody>
</table>
","<h3>Print Format Help</h3>
<hr>
<h4>Introduction</h4>
<p>Print Formats are rendered on the server side using the Jinja Templating Language. All forms have access to the <code>doc</code> object which contains information about the document that is being formatted. You can also access common utilities via the <code>frappe</code> module.</p>
<p>For styling, the Boostrap CSS framework is provided and you can enjoy the full range of classes.</p>
<hr>
<h4>References</h4>
<ol>
	<li><a href=""http://jinja.pocoo.org/docs/templates/"" target=""_blank"">Jinja Templating Language</a></li>
	<li><a href=""http://getbootstrap.com"" target=""_blank"">Bootstrap CSS Framework</a></li>
</ol>
<hr>
<h4>Example</h4>
<pre><code>&lt;h3&gt;{{ doc.select_print_heading or ""Invoice"" }}&lt;/h3&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Customer Name&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.customer_name }}&lt;/div&gt;
&lt;/div&gt;
&lt;div class=""row""&gt;
	&lt;div class=""col-md-3 text-right""&gt;Date&lt;/div&gt;
	&lt;div class=""col-md-9""&gt;{{ doc.get_formatted(""invoice_date"") }}&lt;/div&gt;
&lt;/div&gt;
&lt;table class=""table table-bordered""&gt;
	&lt;tbody&gt;
		&lt;tr&gt;
			&lt;th&gt;Sr&lt;/th&gt;
			&lt;th&gt;Item Name&lt;/th&gt;
			&lt;th&gt;Description&lt;/th&gt;
			&lt;th class=""text-right""&gt;Qty&lt;/th&gt;
			&lt;th class=""text-right""&gt;Rate&lt;/th&gt;
			&lt;th class=""text-right""&gt;Amount&lt;/th&gt;
		&lt;/tr&gt;
		{%- for row in doc.items -%}
		&lt;tr&gt;
			&lt;td style=""width: 3%;""&gt;{{ row.idx }}&lt;/td&gt;
			&lt;td style=""width: 20%;""&gt;
				{{ row.item_name }}
				{% if row.item_code != row.item_name -%}
				&lt;br&gt;Item Code: {{ row.item_code}}
				{%- endif %}
			&lt;/td&gt;
			&lt;td style=""width: 37%;""&gt;
				&lt;div style=""border: 0px;""&gt;{{ row.description }}&lt;/div&gt;&lt;/td&gt;
			&lt;td style=""width: 10%; text-align: right;""&gt;{{ row.qty }} {{ row.uom or row.stock_uom }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""rate"", doc) }}&lt;/td&gt;
			&lt;td style=""width: 15%; text-align: right;""&gt;{{
				row.get_formatted(""amount"", doc) }}&lt;/td&gt;
		&lt;/tr&gt;
		{%- endfor -%}
	&lt;/tbody&gt;
&lt;/table&gt;</code></pre>
<hr>
<h4>Common Functions</h4>
<table class=""table table-bordered"">
	<tbody>
		<tr>
			<td style=""width: 30%;""><code>doc.get_formatted(""[fieldname]"", [parent_doc])</code></td>
			<td>Get document value formatted as Date, Currency, etc. Pass parent <code>doc</code> for currency type fields.</td>
		</tr>
		<tr>
			<td style=""width: 30%;""><code>frappe.db.get_value(""[doctype]"", ""[name]"", ""fieldname"")</code></td>
			<td>Get value from another document.</td>
		</tr>
	</tbody>
</table>",
"<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>","<h4>Default Template</h4>
<p>Uses <a href=""http://jinja.pocoo.org/docs/templates/"">Jinja Templating</a> and all the fields of Address (including Custom Fields if any) will be available</p>
<pre><code>{{ address_line1 }}&lt;br&gt;
{% if address_line2 %}{{ address_line2 }}&lt;br&gt;{% endif -%}
{{ city }}&lt;br&gt;
{% if state %}{{ state }}&lt;br&gt;{% endif -%}
{% if pincode %} PIN:  {{ pincode }}&lt;br&gt;{% endif -%}
{{ country }}&lt;br&gt;
{% if phone %}Phone: {{ phone }}&lt;br&gt;{% endif -%}
{% if fax %}Fax: {{ fax }}&lt;br&gt;{% endif -%}
{% if email_id %}Email: {{ email_id }}&lt;br&gt;{% endif -%}
</code></pre>",
"<h5 class=""text-muted uppercase"">Or</h5>","<h5 class=""text-muted uppercase"">Or</h5>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>","<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>",
"<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>
","<p><strong>Condition Examples:</strong></p>
<pre>doc.status==""Open""<br>doc.due_date==nowdate()<br>doc.total &gt; 40000
</pre>",
"<p>Set context before rendering a template. Example:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>","<p>Set context before rendering a template. Example:</p><p>
</p><div><pre><code>
context.project = frappe.get_doc(""Project"", frappe.form_dict.name)
</code></pre></div>",
"<p>Your OTP secret on {0} has been reset. If you did not perform this reset and did not request it, please contact your System Administrator immediately.</p>","<p>Your OTP secret on {0} has been reset. If you did not perform this reset and did not request it, please contact your System Administrator immediately.</p>",
A Lead with this Email Address should exist,Debe existir una iniciativa con esta dirección de correo electrónico,
A featured post must have a cover image,Una publicación destacada debe tener una imagen de portada,
A field with the name '{}' already exists in doctype {}.,Ya existe un campo con el nombre &#39;{}&#39; en doctype {}.,
A list of resources which the Client App will have access to after the user allows it.<br> e.g. project,"Una lista de los recursos que el cliente de aplicación tendrá acceso a la vez que el usuario lo permite. <br> por ejemplo, el proyecto",
A new account has been created for you at {0},Una nueva cuenta ha sido creada para usted en {0},
A recurring {0} {1} has been created for you via Auto Repeat {2}.,Se ha creado un {0} {1} recurrente para usted mediante la repetición automática {2}.,
A symbol for this currency. For e.g. $,"Un símbolo para esta moneda. Por ejemplo, $",
A word by itself is easy to guess.,Una palabra de por sí es fácil de adivinar.,
A4,A4,
ALL,TODOS,
API,API,
API Access,Acceso API,
API Endpoint,API Endpoint,
API Endpoint Args,API Endpoint Args,
API Key,Clave de API,
API Key cannot be  regenerated,La clave API no se puede regenerar,
API Key of the user(Event Subscriber) on the producer site,Clave API del usuario (suscriptor del evento) en el sitio del productor,
API Method,Método API,
API Password,Contraseña de API,
API Secret,Clave Secreta de API,
API Secret of the user(Event Subscriber) on the producer site,API Secreto del usuario (suscriptor del evento) en el sitio del productor,
API Username,Nombre de usuario de API,
ASC,ASC,
About Us,About Us,
About Us Settings,Configuración de información de la compañía,
About Us Team Member,Miembro del Equipo Acerca de Nosotros,
About {0} minute remaining,Quedan aproximadamente {0} minutos,
About {0} minutes remaining,Quedan aproximadamente {0} minutos,
About {0} seconds remaining,Quedan aproximadamente {0} segundos,
Accept Payment,acepte el pago,
Access Key ID,ID de Clave de Acceso,
Access Key Secret,Secreto de clave de acceso,
Access Log,Registro de acceso,
Access Token,Token de Acceso,
Access Token URL,URL de Token de Acceso,
Access not allowed from this IP Address,Acceso no permitido desde esta dirección IP,
Account,Cuenta,
Accounts Manager,Gerente de Cuentas,
Accounts User,Cuentas de Usuario,
Acerca de DiamoERP,Acerca de DiamoERP,
Action,Acción,
Action / Route,Acción / Ruta,
Action Failed,Accion Fallida,
Action Label,Action Label,
Action Timeout (Seconds),Tiempo de espera de acción (segundos),
Action Type,tipo de acción,
Actions,Acciones,
Active,Activo,
Active Directory,Active Directory,
Active Domains,Dominios activos,
Active Sessions,Sesiones Activas,
Activity,Actividad,
Activity Log,Registro de Actividad,
Add,Agregar,
Add / Update,Agregar / Actualizar,
Add A New Rule,Añadir una nueva regla,
Add Another Comment,Añadir otro comentario,
Add Attachment,Añadir un adjunto,
Add Chart to Dashboard,Agregar gráfico al tablero,
Add Child,Agregar hijo,
Add Column,Añadir columna,
Add Comment,Agregar comentario,
Add Contact,Agregar contacto,
Add Contacts,Añadir Contactos,
Add Container,Agregar Contenedor,
Add Custom Tags,Agregar etiquetas personalizadas,
Add Filter,Agregar filtro,
Add Filters,Agregar filtros,
Add Gray Background,Agregar fondo gris,
Add Group,Añadir grupo,
Add Multiple,Añadir Multiple,
Add New Permission Rule,Agregar nueva regla de permisos,
Add Participants,Agregar Participantes,
Add Review,Agregar una opinión,
Add Row,Añadir Fila,
Add Signature,Agregar Firma,
Add Space on Bottom,Agregar espacio en la parte inferior,
Add Space on Top,Agregar espacio en la parte superior,
Add Subscribers,Añadir Suscriptores,
Add Tags,Add Tags,
Add Total Row,Añadir Fila Total,
Add Unsubscribe Link,Añadir Enlace Darse de baja,
Add User Permissions,Agregar permisos de usuario,
Add a Filter,Agregar un Filtro,
Add a New Role,Agregar un nuevo rol,
Add a comment,Añadir un comentario,
Add a new section,Agregar una nueva sección,
Add a tag ...,Añadir una Etiqueta ...,
Add a {0} Chart,Agregar un gráfico {0},
Add script for Child Table,Agregar script para tabla secundaria,
Add to Dashboard,Agregar al tablero,
Add to ToDo,Agregar a Tareas,
Add to table,Agregar a la tabla,
Add to this activity by mailing to {0},Add to this activity by mailing to {0},
"Added HTML in the &lt;head&gt; section of the web page, primarily used for website verification and SEO","HTML añadido en la sección &lt;head&gt; de la página web, utiliza sobre todo para la verificación de la web y SEO",
Added {0},Añadido {0},
Added {0} ({1}),Añadido: {0} ({1}),
Adding System Manager to this User as there must be atleast one System Manager,Agregando como administrador del sistema a este usuario ya que debe haber al menos uno,
Additional Permissions,Permisos Adicionales,
Address,Dirección,
Address And Contacts,Dirección y contactos,
Address Line 1,Dirección línea 1,
Address Line 2,Dirección línea 2,
Address Template,Plantillas de direcciones,
Address Title,Dirección,
Address Title is mandatory.,La dirección principal es obligatoria,
Address Type,Tipo de dirección,
Address and other legal information you may want to put in the footer.,Dirección y otra información legal que desee poner en el pie de página.,
Addresses,Direcciones,
Addresses And Contacts,Direcciones y contactos,
Adds a custom client script to a DocType,Adds a custom client script to a DocType,
Adds a custom field to a DocType,Añade un campo personalizado para el 'DocType',
Admin,Administrador,
Administration,Administración,
Administrator,Administrador,
Administrator Logged In,Administrador logeado,
Administrator accessed {0} on {1} via IP Address {2}.,Acceso de Administrador {0} en {1} a través de la dirección IP {2}.,
Advanced,Anticipado,
Advanced Control,Control Avanzado,
Advanced Search,Búsqueda Avanzada,
Advanced Settings,Ajustes avanzados,
After Cancel,Después de cancelar,
After Delete,Después de borrar,
After Save,Después de guardar,
After Save (Submitted Document),Después de guardar (documento enviado),
After Submit,Después de enviar,
Aggregate Function Based On,Función agregada basada en,
Aggregate Function field is required to create a dashboard chart,El campo Función agregada es obligatorio para crear un cuadro de mandos,
Alert,Alerta,
Align Labels to the Right,Alinee las etiquetas a la derecha,
Align Right,Alinear a la derecha,
Align Value,Alinear Valor,
All,Todos,
All Day,Todo el Día,
All Images attached to Website Slideshow should be public,Todas las imágenes adjuntas a la Presentación del Sitio Web deben ser públicas,
All Records,Todos los registros,
All Results,Todos los Resultados,
All Time,Todo el tiempo,
All customizations will be removed. Please confirm.,Se eliminarán todas las personalizaciones. Por favor confirmar.,
All fields are necessary to submit the comment.,All fields are necessary to submit the comment.,
"All possible Workflow States and roles of the workflow. Docstatus Options: 0 is ""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""","All possible Workflow States and roles of the workflow. Docstatus Options: 0 is ""Saved"", 1 is ""Submitted"" and 2 is ""Cancelled""",
All-uppercase is almost as easy to guess as all-lowercase.,Todo en mayúsculas es casi tan fácil de adivinar como en minúsculas.,
Allocated To,Asignado a,
Allot Points To Assigned Users,Adjudicar puntos a los usuarios asignados,
Allow,Permitir,
Allow API Indexing Access,Permitir el acceso a la indexación de API,
Allow Auto Repeat,Permitir repetición automática,
Allow Bulk Edit,Permitir edición masiva,
Allow Comments,Permitir Comentarios,
Allow Delete,Permitir Borrar,
Allow Dropbox Access,Permitir Acceso a Dropbox,
Allow Edit,Permitir Editar,
Allow Google Calendar Access,Permitir acceso a Google Calendar,
Allow Google Contacts Access,Permitir acceso a contactos de Google,
Allow Google Drive Access,Permitir Acceso a Google Drive,
Allow Google Indexing Access,Permitir el acceso a la indexación de Google,
Allow Guest,Permitir invitado,
Allow Guest to View,Permitir ver al invitado,
Allow Guests to Upload Files,Permitir a los invitados cargar archivos,
Allow Import (via Data Import Tool),Permitir la importación (a través de la herramienta de importación de datos),
Allow Incomplete Forms,Permitir formularios incompletos,
Allow Login After Fail,Permitir inicio de sesión después de error,
Allow Login using Mobile Number,Permitir inicio de sesión con número de teléfono móvil,
Allow Login using User Name,Permitir inicio de sesión con nombre de usuario,
Allow Modules,Permitir módulos,
Allow Multiple,Permitir Múltiple,
Allow Print,Permitir Imprimir,
Allow Print for Cancelled,Permitir Impresión para Cancelado,
Allow Print for Draft,Permitir Impresión para Borrador,
Allow Read On All Link Options,Permitir leer en todas las opciones de enlace,
Allow Rename,Permitir Renombrar,
Allow Roles,Permitir Roles,
Allow Self Approval,Permitir la Auto Aprobación,
Allow approval for creator of the document,Permitir aprobación para el creador del documento,
Allow document creation via Email,Permitir la creación de documentos por correo electrónico,
Allow events in timeline,Permitir eventos en la línea de tiempo,
Allow in Quick Entry,Permitir Entrada Rápida,
Allow on Submit,Permitir en 'validar',
Allow only one session per user,Permitir sólo una sesión por usuario,
Allow page break inside tables,Permitir salto de página dentro de las tablas,
Allow saving if mandatory fields are not filled,Permitir guardar si los campos obligatorios no están ingresados,
Allow user to login only after this hour (0-24),Permitir que el usuario ingrese sólo después de esta hora ( 0-24),
Allow user to login only before this hour (0-24),Permitir que el usuario ingrese sólo antes de esta hora ( 0-24),
Allowed,Permitido,
Allowed In Mentions,Permitir menciones,
Allowed Modules,Módulos permitidos,
"Allowing DocType, DocType. Be careful!","Precaución, autorizando 'DocType'",
Already Registered,Ya está Registrado,
Already in the following Users ToDo list:{0},Ya en la siguiente lista de tareas pendientes de los usuarios: {0},
Also adding the dependent currency field {0},También se agrega el campo de moneda dependiente {0},
Also adding the status dependency field {0},También se agrega el campo de dependencia de estado {0},
"Always add ""Draft"" Heading for printing draft documents","Agregar siempre ""Borrador"" al imprimir borradores de documentos",
Always use Account's Email Address as Sender,Utilizar siempre la dirección de correo electrónico de la cuenta como remitente,
Always use Account's Name as Sender's Name,Utilice siempre el nombre de la cuenta como nombre del remitente,
Amend,Corregir,
Amended From,Modificado Desde,
Amending,Corrigiendo,
Amount,Importe,
Amount Based On Field,Cantidad basada en el Campo,
Amount Field,Campo de Monto,
Amount must be greater than 0.,La cantidad debe ser mayor que 0.,
Ampliar,Ampliar,
An error occured during the payment process. Please contact us.,Se produjo un error durante el proceso de pago. Por favor contáctenos.,
An error occurred while setting Session Defaults,Se produjo un error al configurar los valores predeterminados de la sesión,
An icon file with .ico extension. Should be 16 x 16 px. Generated using a favicon generator. [favicon-generator.org],Un archivo de icono con .ico extensión. Debería ser de 16 x 16 píxeles. Generado usando un generador de favicon. [favicon-generator.org],
An unexpected error occurred while authorizing {}.,An unexpected error occurred while authorizing {}.,
Ancestors Of,Ancestros De,
Annual,Anual,
Anonymization Matrix,Anonymization Matrix,
Another transaction is blocking this one. Please try again in a few seconds.,"Otra transacción está bloqueando esta. Por favor, inténtelo de nuevo en unos segundos.",
"Another {0} with name {1} exists, select another name","Otra {0} con el nombre {1} existe, seleccione otro nombre",
Any string-based printer languages can be used. Writing raw commands requires knowledge of the printer's native language provided by the printer manufacturer. Please refer to the developer manual provided by the printer manufacturer on how to write their native commands. These commands are rendered on the server side using the Jinja Templating Language.,Se puede usar cualquier lenguaje de impresora basado en cadenas. Escribir comandos sin formato requiere el conocimiento del idioma nativo de la impresora proporcionado por el fabricante de la impresora. Consulte el manual del desarrollador proporcionado por el fabricante de la impresora sobre cómo escribir sus comandos nativos. Estos comandos se representan en el lado del servidor utilizando el lenguaje de plantillas Jinja.,
"Apart from System Manager, roles with Set User Permissions right can set permissions for other users for that Document Type.","Aparte del Administrador del Sistema, funciones con acceso a Definir Permisos de Usuarios pueden establecer permisos para otros usuarios para que ese Tipo de Documento.",
Api Access,Api Access,
App,App,
App Access Key,Clave de Acceso de Aplicación,
App Client ID,ID de Cliente de Aplicación,
App Client Secret,Clave Secreta de Aplicación,
App Name,Nombre de la Aplicación,
App Secret Key,Clave Secreta de Aplicación,
App not found,Aplicación no encontrada,
App {0} already installed,Aplicación {0} ya instalada,
App {0} is not installed,Aplicación {0} no está instalada,
Append Emails to Sent Folder,Agregar correos electrónicos a la carpeta de enviados,
Append To,Anexar a,
Append To can be one of {0},Añadir a' puede ser un {0},
Append To is mandatory for incoming mails,Anexar a' es obligatorio para los correos entrantes,
"Append as communication against this DocType (must have fields, ""Status"", ""Subject"")","Establecer como forma de comunicación por defecto para este ""DocType"". Debe contener los campos: ""estado"" y ""asunto""",
Applicable Document Types,Tipos de documentos aplicables,
Applicable For,Aplicable para.,
Application Logo,Logotipo de la aplicación,
Application Name,Nombre de la aplicación,
Application Version,Versión de la aplicación,
Applied On,Aplicado en,
Apply Assignment Rule,Aplicar regla de asignación,
Apply Document Permissions,Aplicar permisos de documentos,
Apply Filters,Aplicar filtros,
Apply Only Once,Aplicar solo una vez,
Apply Strict User Permissions,Aplicar Permisos Estrictos de Usuario,
Apply To,Aplicar a,
Apply To All Document Types,Aplicar a todos los tipos de documentos,
Apply User Permission On,Aplicar permiso de usuario en,
Apply this rule if the User is the Owner,"Aplicar esta regla, si el usuario es el propietario",
Apply this rule only once per document,Aplique esta regla solo una vez por documento,
Apply to all Documents Types,Aplicar a todos los tipos de documentos,
Applying: {0},Aplicando: {0},
Appreciate,Apreciar,
Appreciation,Apreciación,
Approval Required,Aprobación requerida,
Approval Status,Estado de Aprobación,
Approved,Aprobado,
Archive,Archivo,
Archived,Archivado,
Archived Columns,Columnas archivados,
Are you sure you want to delete all rows?,¿Seguro que quieres eliminar todas las filas?,
Are you sure you want to delete the attachment?,¿Está seguro que desea eliminar el adjunto?,
Are you sure you want to generate a new report?,¿Está seguro de que desea generar un nuevo informe?,
Are you sure you want to merge {0} with {1}?,¿Seguro que quieres fusionar {0} con {1}?,
Are you sure you want to relink this communication to {0}?,¿Seguro que desea volver a vincular esta comunicación a {0}?,
Are you sure you want to reset all customizations?,¿Está seguro de que desea restablecer todas las personalizaciones?,
Are you sure you want to save this document?,¿Está seguro de que desea guardar este documento?,
Are you sure?,¿Estás seguro?,
Arial,Arial,
"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.","Una buena práctica, es no asignar el mismo conjunto de permisos a diferentes roles. En lugar de eso, es mejor establecer varios roles un mismo usuario.",
Assign Condition,Condición de asignación,
Assign To,Asignar a,
Assign To Users,Asignar a usuarios,
Assign a user,Asignar un usuario,
"Assign one by one, in sequence","Asignar uno por uno, en secuencia",
Assign to me,Asignar a mí,
Assign to the one who has the least assignments,Asignar a quien tiene menos tareas,
Assign to the user set in this field,Asignar al usuario configurado en este campo,
Assigned,Asignado,
Assigned By,Asignado por,
Assigned By Full Name,Asignado por Nombre Completo,
Assigned By Me,Asignado por mi,
Assigned To,Asignado a,
Assigned To/Owner,Asignado a / Propietario,
Assigning...,Asignando...,
Assignment,Asignación,
Assignment Completed,Asignación Completa,
Assignment Day {0} has been repeated.,El día de asignación {0} se ha repetido.,
Assignment Days,Días de asignacion,
Assignment Rule,Regla de asignación,
Assignment Rule Day,Día de la regla de asignación,
Assignment Rule User,Usuario de regla de asignación,
Assignment Rule is not allowed on {0} document type,Assignment Rule is not allowed on {0} document type,
Assignment Rules,Reglas de asignación,
Assignment Update on {0},Actualización de la asignación en {0},
Assignment for {0} {1},Asignación para {0} {1},
Assignment of {0} removed by {1},Assignment of {0} removed by {1},
Assignments,Asignaciones,
Atajos de Teclado,Atajos de Teclado,
Atleast one field of Parent Document Type is mandatory,Al menos un campo de Tipo de Documento Principal es obligatorio,
Attach,Adjuntar,
Attach Document Print,Adjuntar impresión del documento,
Attach File,Adjuntar Archivo,
Attach Image,Adjuntar Imagen,
Attach Print,Adjuntar Impresión,
Attach Your Picture,Adjunte su Fotografía,
Attach a web link,Adjunte un enlace web,
Attach file,Adjuntar archivo,
Attach file for Import,Adjuntar Archivo para Importar,
Attach files / urls and add in table.,Adjunte archivos / urls y agregue en la tabla.,
Attached File,Archivo adjunto,
Attached To DocType,Asociado a 'DocType',
Attached To Field,Adjuntar al Campo,
Attached To Name,Asociado A Nombre,
Attachment,Adjunto,
Attachment Limit (MB),Límite para Adjunto (MB),
Attachment Limit Reached,Attachment Limit Reached,
Attachment Link,Enlace adjunto,
Attachment Removed,Adjunto Eliminado,
Attachments,Adjuntos,
Attempting Connection to QZ Tray...,Intentando la conexión a la bandeja QZ ...,
Auth URL Data,Auth URL Data,
Authenticating...,Autenticando ...,
Authentication Credentials,Credenciales de Autenticación,
Authentication failed while receiving emails from Email Account: {0}.,Error de autenticación al recibir correos electrónicos de la cuenta de correo electrónico: {0}.,
Author,Autor,
Authorization Code,Código de Autorización,
Authorization URI,Authorization URI,
Authorization error for {}.,Authorization error for {}.,
Authorize API Indexing  Access,Autorizar el acceso a la indexación de API,
Authorize Google Calendar Access,Autorizar acceso a Google Calendar,
Authorize Google Contacts Access,Autorizar acceso a contactos de Google,
Authorize Google Drive Access,Autorizar acceso a Google Drive,
Authorize URL,Autorizar URL,
Authorized,Autorizado,
Auto,Auto,
Auto Email Report,Reporte Automático por Correo Electrónico,
Auto Name,Nombre Automático,
Auto Repeat,Repetición Automática,
Auto Repeat Day,Auto Repeat Day,
Auto Repeat Day {0} has been repeated.,Auto Repeat Day {0} has been repeated.,
Auto Repeat Document Creation Failed,Repetición automática de creación de documento fallida,
Auto Repeat Document Creation Failure,Error de creación automática de documentos repetidos,
Auto Repeat Schedule,Auto Repeat Schedule,
Auto Repeat created for this document,Repetición automática creada para este documento,
Auto Repeat failed for {0},La repetición automática falló para {0},
Auto Reply Message,Mensaje de Repuesta Automática,
Auto assignment failed: {0},La asignación automática falló: {0},
Automated Message,Automated Message,
Automatic Linking can be activated only for one Email Account.,La vinculación automática solo se puede activar para una cuenta de correo electrónico.,
Automatic Linking can be activated only if Incoming is enabled.,La vinculación automática solo se puede activar si está entrante habilitado.,
Automatically Assign Documents to Users,Asignar documentos automáticamente a los usuarios,
Automation,Automatización,
Avatar,Avatar,
Average,Promedio,
Average of {0},Promedio de {0},
Avoid dates and years that are associated with you.,Evitar fechas y años que se asocian con usted.,
Avoid recent years.,Evitar los últimos años.,
Avoid sequences like abc or 6543 as they are easy to guess,"Evitar secuencias como abc o 6543, ya que son fáciles de adivinar",
Avoid years that are associated with you.,Evitar años que se asocian con usted.,
Awaiting Password,Esperando contraseña,
Awaiting password,Esperando Contraseña,
Away,Lejos,
